Year_Month,Fuel_Category,Zip_Code,Count
2021/02,Plug-In Hybrid,20670,1
2021/02,Plug-In Hybrid,20674,4
2021/02,Plug-In Hybrid,20675,2
2021/02,Plug-In Hybrid,20676,2
2021/02,Plug-In Hybrid,20677,5
2021/02,Plug-In Hybrid,20678,16
2021/02,Plug-In Hybrid,20684,2
2021/02,Plug-In Hybrid,20685,14
2021/02,Plug-In Hybrid,20686,2
2021/02,Plug-In Hybrid,20688,10
2021/02,Plug-In Hybrid,20689,4
2021/02,Plug-In Hybrid,20695,20
2021/02,Plug-In Hybrid,20701,2
2021/02,Plug-In Hybrid,20705,36
2021/02,Plug-In Hybrid,20706,24
2021/02,Plug-In Hybrid,20707,58
2021/02,Plug-In Hybrid,20708,29
2021/02,Plug-In Hybrid,20710,3
2021/02,Plug-In Hybrid,20711,12
2021/02,Plug-In Hybrid,20712,12
2021/02,Plug-In Hybrid,20714,10
2021/02,Plug-In Hybrid,20715,56
2021/02,Plug-In Hybrid,20716,25
2021/02,Plug-In Hybrid,20720,43
2021/02,Plug-In Hybrid,20721,50
2021/02,Plug-In Hybrid,20722,11
2021/02,Plug-In Hybrid,20723,100
2021/02,Plug-In Hybrid,20724,27
2021/02,Plug-In Hybrid,20732,26
2021/02,Plug-In Hybrid,20733,8
2021/02,Plug-In Hybrid,20735,38
2021/02,Plug-In Hybrid,20736,21
2021/02,Plug-In Hybrid,20737,19
2021/02,Plug-In Hybrid,20740,61
2021/02,Plug-In Hybrid,20743,25
2021/02,Plug-In Hybrid,20744,73
2021/02,Plug-In Hybrid,20745,28
2021/02,Plug-In Hybrid,20746,9
2021/02,Plug-In Hybrid,20747,10
2021/02,Plug-In Hybrid,20748,19
2021/02,Plug-In Hybrid,20751,7
2021/02,Plug-In Hybrid,20754,17
2021/02,Plug-In Hybrid,20755,13
2021/02,Plug-In Hybrid,20759,51
2021/02,Plug-In Hybrid,20762,2
2021/02,Plug-In Hybrid,20763,6
2021/02,Plug-In Hybrid,20764,5
2021/02,Plug-In Hybrid,20765,1
2021/02,Plug-In Hybrid,20769,17
2021/02,Plug-In Hybrid,20770,52
2021/02,Plug-In Hybrid,20772,81
2021/02,Plug-In Hybrid,20774,59
2021/02,Plug-In Hybrid,20776,12
2021/02,Plug-In Hybrid,20777,31
2021/02,Plug-In Hybrid,20778,6
2021/02,Plug-In Hybrid,20779,4
2021/02,Plug-In Hybrid,20781,29
2021/02,Plug-In Hybrid,20782,46
2021/02,Plug-In Hybrid,20783,23
2021/02,Plug-In Hybrid,20784,18
2021/02,Plug-In Hybrid,20785,35
2021/02,Plug-In Hybrid,20794,25
2021/02,Plug-In Hybrid,20812,5
2021/02,Plug-In Hybrid,20814,167
2021/02,Plug-In Hybrid,20815,221
2021/02,Plug-In Hybrid,20816,107
2021/02,Plug-In Hybrid,20817,293
2021/02,Plug-In Hybrid,20818,19
2021/02,Plug-In Hybrid,20827,1
2021/02,Plug-In Hybrid,20832,67
2021/02,Plug-In Hybrid,20833,31
2021/02,Plug-In Hybrid,20837,32
2021/02,Plug-In Hybrid,20838,1
2021/02,Plug-In Hybrid,20839,1
2021/02,Plug-In Hybrid,20841,47
2021/02,Plug-In Hybrid,20842,16
2021/02,Plug-In Hybrid,20848,1
2021/02,Plug-In Hybrid,20850,194
2021/02,Plug-In Hybrid,20851,46
2021/02,Plug-In Hybrid,20852,156
2021/02,Plug-In Hybrid,20853,81
2021/02,Plug-In Hybrid,20854,331
2021/02,Plug-In Hybrid,20855,74
2021/02,Plug-In Hybrid,20860,8
2021/02,Plug-In Hybrid,20861,8
2021/02,Plug-In Hybrid,20862,4
2021/02,Plug-In Hybrid,20866,23
2021/02,Plug-In Hybrid,20868,3
2021/02,Plug-In Hybrid,20871,167
2021/02,Plug-In Hybrid,20872,38
2021/02,Plug-In Hybrid,20874,154
2021/02,Plug-In Hybrid,20876,68
2021/02,Plug-In Hybrid,20877,61
2021/02,Plug-In Hybrid,20878,272
2021/02,Plug-In Hybrid,20879,53
2021/02,Plug-In Hybrid,20880,5
2021/02,Plug-In Hybrid,20882,80
2021/02,Plug-In Hybrid,20886,53
2021/02,Plug-In Hybrid,20889,1
2021/02,Plug-In Hybrid,20895,97
2021/02,Plug-In Hybrid,20896,15
2021/02,Plug-In Hybrid,20901,110
2021/02,Plug-In Hybrid,20902,111
2021/02,Plug-In Hybrid,20903,24
2021/02,Plug-In Hybrid,20904,125
2021/02,Plug-In Hybrid,20905,57
2021/02,Plug-In Hybrid,20906,127
2021/02,Plug-In Hybrid,20910,211
2021/02,Plug-In Hybrid,20912,128
2021/02,Plug-In Hybrid,21001,27
2021/02,Plug-In Hybrid,21005,4
2021/02,Plug-In Hybrid,21009,38
2021/02,Plug-In Hybrid,21010,1
2021/02,Plug-In Hybrid,21012,57
2021/02,Plug-In Hybrid,21013,8
2021/02,Plug-In Hybrid,21014,49
2021/02,Plug-In Hybrid,21015,37
2021/02,Plug-In Hybrid,21017,7
2021/02,Plug-In Hybrid,21023,2
2021/02,Plug-In Hybrid,21028,3
2021/02,Plug-In Hybrid,21029,99
2021/02,Plug-In Hybrid,21030,58
2021/02,Plug-In Hybrid,21031,2
2021/02,Plug-In Hybrid,21032,40
2021/02,Plug-In Hybrid,21034,3
2021/02,Plug-In Hybrid,21035,37
2021/02,Plug-In Hybrid,21036,13
2021/02,Plug-In Hybrid,21037,67
2021/02,Plug-In Hybrid,21040,19
2021/02,Plug-In Hybrid,21042,227
2021/02,Plug-In Hybrid,21043,150
2021/02,Plug-In Hybrid,21044,167
2021/02,Plug-In Hybrid,21045,126
2021/02,Plug-In Hybrid,21046,50
2021/02,Plug-In Hybrid,21047,18
2021/02,Plug-In Hybrid,21048,26
2021/02,Plug-In Hybrid,21050,28
2021/02,Plug-In Hybrid,21053,4
2021/02,Plug-In Hybrid,21054,32
2021/02,Plug-In Hybrid,21056,2
2021/02,Plug-In Hybrid,21057,16
2021/02,Plug-In Hybrid,21060,49
2021/02,Plug-In Hybrid,21061,44
2021/02,Plug-In Hybrid,21074,17
2021/02,Plug-In Hybrid,21075,63
2021/02,Plug-In Hybrid,21076,72
2021/02,Plug-In Hybrid,21077,1
2021/02,Plug-In Hybrid,21078,43
2021/02,Plug-In Hybrid,21082,5
2021/02,Plug-In Hybrid,21084,8
2021/02,Plug-In Hybrid,21085,15
2021/02,Plug-In Hybrid,21087,7
2021/02,Plug-In Hybrid,21090,16
2021/02,Plug-In Hybrid,21093,110
2021/02,Plug-In Hybrid,21102,15
2021/02,Plug-In Hybrid,21104,29
2021/02,Plug-In Hybrid,21108,47
2021/02,Plug-In Hybrid,21111,15
2021/02,Plug-In Hybrid,21113,67
2021/02,Plug-In Hybrid,21114,45
2021/02,Plug-In Hybrid,21117,123
2021/02,Plug-In Hybrid,21120,18
2021/02,Plug-In Hybrid,21122,87
2021/02,Plug-In Hybrid,21128,28
2021/02,Plug-In Hybrid,21131,28
2021/02,Plug-In Hybrid,21132,2
2021/02,Plug-In Hybrid,21133,22
2021/02,Plug-In Hybrid,21136,68
2021/02,Plug-In Hybrid,21140,10
2021/02,Plug-In Hybrid,21144,65
2021/02,Plug-In Hybrid,21146,108
2021/02,Plug-In Hybrid,21152,17
2021/02,Plug-In Hybrid,21153,7
2021/02,Plug-In Hybrid,21154,7
2021/02,Plug-In Hybrid,21155,6
2021/02,Plug-In Hybrid,21156,1
2021/02,Plug-In Hybrid,21157,41
2021/02,Plug-In Hybrid,21158,28
2021/02,Plug-In Hybrid,21160,1
2021/02,Plug-In Hybrid,21161,10
2021/02,Plug-In Hybrid,21162,7
2021/02,Plug-In Hybrid,21163,25
2021/02,Plug-In Hybrid,21201,50
2021/02,Plug-In Hybrid,21202,28
2021/02,Plug-In Hybrid,21204,67
2021/02,Plug-In Hybrid,21205,6
2021/02,Plug-In Hybrid,21206,27
2021/02,Plug-In Hybrid,21207,33
2021/02,Plug-In Hybrid,21208,81
2021/02,Plug-In Hybrid,21209,76
2021/02,Plug-In Hybrid,21210,64
2021/02,Plug-In Hybrid,21211,52
2021/02,Plug-In Hybrid,21212,87
2021/02,Plug-In Hybrid,21213,6
2021/02,Plug-In Hybrid,21214,35
2021/02,Plug-In Hybrid,21215,33
2021/02,Plug-In Hybrid,21216,16
2021/02,Plug-In Hybrid,21217,28
2021/02,Plug-In Hybrid,21218,71
2021/02,Plug-In Hybrid,21219,21
2021/02,Plug-In Hybrid,21220,38
2021/02,Plug-In Hybrid,21221,39
2021/02,Plug-In Hybrid,21222,43
2021/02,Plug-In Hybrid,21223,6
2021/02,Plug-In Hybrid,21224,73
2021/02,Plug-In Hybrid,21225,6
2021/02,Plug-In Hybrid,21226,4
2021/02,Plug-In Hybrid,21227,34
2021/02,Plug-In Hybrid,21228,115
2021/02,Plug-In Hybrid,21229,23
2021/02,Plug-In Hybrid,21230,78
2021/02,Plug-In Hybrid,21231,35
2021/02,Plug-In Hybrid,21234,67
2021/02,Plug-In Hybrid,21236,39
2021/02,Plug-In Hybrid,21237,28
2021/02,Plug-In Hybrid,21239,4
2021/02,Plug-In Hybrid,21244,24
2021/02,Plug-In Hybrid,21286,60
2021/02,Plug-In Hybrid,21401,118
2021/02,Plug-In Hybrid,21402,1
2021/02,Plug-In Hybrid,21403,117
2021/02,Plug-In Hybrid,21405,3
2021/02,Plug-In Hybrid,21409,58
2021/02,Plug-In Hybrid,21502,26
2021/02,Plug-In Hybrid,21520,1
2021/02,Plug-In Hybrid,21529,1
2021/02,Plug-In Hybrid,21530,1
2021/02,Plug-In Hybrid,21532,8
2021/02,Plug-In Hybrid,21541,1
2021/02,Plug-In Hybrid,21543,1
2021/02,Plug-In Hybrid,21550,3
2021/02,Plug-In Hybrid,21561,2
2021/02,Plug-In Hybrid,21601,60
2021/02,Plug-In Hybrid,21610,2
2021/02,Plug-In Hybrid,21612,1
2021/02,Plug-In Hybrid,21613,15
2021/02,Plug-In Hybrid,21617,22
2021/02,Plug-In Hybrid,21619,10
2021/02,Plug-In Hybrid,21620,35
2021/02,Plug-In Hybrid,21622,1
2021/02,Plug-In Hybrid,21623,5
2021/02,Plug-In Hybrid,21624,1
2021/02,Plug-In Hybrid,21625,4
2021/02,Plug-In Hybrid,21629,6
2021/02,Plug-In Hybrid,21631,3
2021/02,Plug-In Hybrid,21632,1
2021/02,Plug-In Hybrid,21635,5
2021/02,Plug-In Hybrid,21638,10
2021/02,Plug-In Hybrid,21639,1
2021/02,Plug-In Hybrid,21643,4
2021/02,Plug-In Hybrid,21645,3
2021/02,Plug-In Hybrid,21649,2
2021/02,Plug-In Hybrid,21651,2
2021/02,Plug-In Hybrid,21652,1
2021/02,Plug-In Hybrid,21654,7
2021/02,Plug-In Hybrid,21655,8
2021/02,Plug-In Hybrid,21657,4
2021/02,Plug-In Hybrid,21658,8
2021/02,Plug-In Hybrid,21660,6
2021/02,Plug-In Hybrid,21661,3
2021/02,Plug-In Hybrid,21662,2
2021/02,Plug-In Hybrid,21663,9
2021/02,Plug-In Hybrid,21664,1
2021/02,Plug-In Hybrid,21666,22
2021/02,Plug-In Hybrid,21667,1
2021/02,Plug-In Hybrid,21671,2
2021/02,Plug-In Hybrid,21673,7
2021/02,Plug-In Hybrid,21677,1
2021/02,Plug-In Hybrid,21701,128
2021/02,Plug-In Hybrid,21702,100
2021/02,Plug-In Hybrid,21703,67
2021/02,Plug-In Hybrid,21704,93
2021/02,Plug-In Hybrid,21710,15
2021/02,Plug-In Hybrid,21711,2
2021/02,Plug-In Hybrid,21713,12
2021/02,Plug-In Hybrid,21714,1
2021/02,Plug-In Hybrid,21716,17
2021/02,Plug-In Hybrid,21717,1
2021/02,Plug-In Hybrid,21719,1
2021/02,Plug-In Hybrid,21722,6
2021/02,Plug-In Hybrid,21723,5
2021/02,Plug-In Hybrid,21727,5
2021/02,Plug-In Hybrid,21733,1
2021/02,Plug-In Hybrid,21734,1
2021/02,Plug-In Hybrid,21737,19
2021/02,Plug-In Hybrid,21738,14
2021/02,Plug-In Hybrid,21740,64
2021/02,Plug-In Hybrid,21742,52
2021/02,Plug-In Hybrid,21750,3
2021/02,Plug-In Hybrid,21754,38
2021/02,Plug-In Hybrid,21755,13
2021/02,Plug-In Hybrid,21756,11
2021/02,Plug-In Hybrid,21757,2
2021/02,Plug-In Hybrid,21758,10
2021/02,Plug-In Hybrid,21762,3
2021/02,Plug-In Hybrid,21766,1
2021/02,Plug-In Hybrid,21769,48
2021/02,Plug-In Hybrid,21770,29
2021/02,Plug-In Hybrid,21771,88
2021/02,Plug-In Hybrid,21773,16
2021/02,Plug-In Hybrid,21774,69
2021/02,Plug-In Hybrid,21776,7
2021/02,Plug-In Hybrid,21777,10
2021/02,Plug-In Hybrid,21778,2
2021/02,Plug-In Hybrid,21779,4
2021/02,Plug-In Hybrid,21780,1
2021/02,Plug-In Hybrid,21782,5
2021/02,Plug-In Hybrid,21783,8
2021/02,Plug-In Hybrid,21784,87
2021/02,Plug-In Hybrid,21787,7
2021/02,Plug-In Hybrid,21788,13
2021/02,Plug-In Hybrid,21790,1
2021/02,Plug-In Hybrid,21791,9
2021/02,Plug-In Hybrid,21793,20
2021/02,Plug-In Hybrid,21794,9
2021/02,Plug-In Hybrid,21795,7
2021/02,Plug-In Hybrid,21797,33
2021/02,Plug-In Hybrid,21798,1
2021/02,Plug-In Hybrid,21801,46
2021/02,Plug-In Hybrid,21804,35
2021/02,Plug-In Hybrid,21811,41
2021/02,Plug-In Hybrid,21813,3
2021/02,Plug-In Hybrid,21814,1
2021/02,Plug-In Hybrid,21817,2
2021/02,Plug-In Hybrid,21821,1
2021/02,Plug-In Hybrid,21822,5
2021/02,Plug-In Hybrid,21826,6
2021/02,Plug-In Hybrid,21830,4
2021/02,Plug-In Hybrid,21837,1
2021/02,Plug-In Hybrid,21838,2
2021/02,Plug-In Hybrid,21840,1
2021/02,Plug-In Hybrid,21842,18
2021/02,Plug-In Hybrid,21849,2
2021/02,Plug-In Hybrid,21851,4
2021/02,Plug-In Hybrid,21853,3
2021/02,Plug-In Hybrid,21863,5
2021/02,Plug-In Hybrid,21865,2
2021/02,Plug-In Hybrid,21869,1
2021/02,Plug-In Hybrid,21871,2
2021/02,Plug-In Hybrid,21875,3
2021/02,Plug-In Hybrid,21901,19
2021/02,Plug-In Hybrid,21903,6
2021/02,Plug-In Hybrid,21904,8
2021/02,Plug-In Hybrid,21911,3
2021/02,Plug-In Hybrid,21912,2
2021/02,Plug-In Hybrid,21913,1
2021/02,Plug-In Hybrid,21914,2
2021/02,Plug-In Hybrid,21915,6
2021/02,Plug-In Hybrid,21917,3
2021/02,Plug-In Hybrid,21918,2
2021/02,Plug-In Hybrid,21919,4
2021/02,Plug-In Hybrid,21921,30
2021/02,Plug-In Hybrid,38135,1
2021/02,Plug-In Hybrid,40121,1
2021/02,Plug-In Hybrid,43026,1
2021/02,Plug-In Hybrid,45177,1
2021/02,Plug-In Hybrid,60016,1
2021/02,Plug-In Hybrid,80922,1
2021/02,Plug-In Hybrid,98119,1
2021/02,Plug-In Hybrid,UNKNOWN,18
